host_response_rate,host_acceptance_rate,latitude,longitude,bedrooms,beds,minimum_nights,accommodates,price,review_scores_rating,number_of_reviews
100%,100%,49.26329,-123.09956,1,2,3,4,$299.00,100,43
100%,N/A,49.27912,-123.12066,2,2,30,4,$350.00,97,37
100%,100%,49.26071,-123.09265,5,5,3,10,$650.00,97,56
N/A,67%,49.25076,-123.10873,2,1,30,2,$125.00,98,71
100%,89%,49.27729,-123.11603,2,3,1,6,$249.00,94,29
N/A,N/A,49.2716,-123.06175,1,1,5,3,$125.00,96,5
100%,86%,49.26829,-123.11354,2,2,90,4,$275.00,100,5
NA,NA,49.28104,-123.11013,NA,0,180,3,$75.00,90,16
0%,0%,49.27942,-123.13355,1,1,30,2,$144.00,99,172
89%,100%,49.24373,-123.04979,1,1,30,2,$68.00,84,11
100%,83%,49.28113,-123.10764,2,2,30,5,$529.00,98,268
N/A,N/A,49.29241,-123.13471,1,1,30,2,$105.00,95,4
100%,70%,49.26725,-123.15054,1,0,2,1,$69.00,95,103
N/A,100%,49.26644,-123.08922,1,1,30,2,$115.00,96,43
N/A,N/A,49.27177,-123.06063,3,3,3,6,$340.00,99,51
100%,100%,49.27773,-123.03318,1,1,30,1,$33.00,92,18
N/A,0%,49.26629,-123.18524,3,3,5,6,$500.00,90,6
100%,91%,49.27806,-123.13061,NA,1,6,2,$86.00,95,51
81%,64%,49.25472,-123.03387,1,0,30,2,$26.00,96,57
100%,86%,49.26049,-123.17747,1,1,2,3,$145.00,99,245
100%,100%,49.28695,-123.12654,1,1,30,1,$49.00,97,245
100%,100%,49.27183,-123.15549,2,2,30,3,$210.00,85,20
85%,78%,49.2668,-123.15955,1,1,2,2,$65.00,100,20
N/A,N/A,49.27534,-123.0659,1,1,7,2,$240.00,98,25
100%,70%,49.2482,-123.09623,NA,1,14,2,$90.00,97,213
33%,11%,49.24197,-123.10083,3,3,31,5,$130.00,NA,0
N/A,100%,49.29019,-123.12637,1,1,30,2,$55.00,99,120
100%,100%,49.28997,-123.12325,1,1,30,2,$80.00,96,334
100%,100%,49.27853,-123.09265,2,2,2,3,$113.00,98,230
N/A,N/A,49.27878,-123.11624,2,2,399,4,$250.00,NA,2
100%,33%,49.26408,-123.12831,2,2,4,2,$140.00,97,25
N/A,100%,49.27954,-123.0919,1,1,2,2,$99.00,98,101
90%,100%,49.23443,-123.10683,2,2,30,6,$325.00,98,85
N/A,N/A,49.2439,-123.08738,2,2,1,4,$115.00,97,133
100%,100%,49.2539,-123.17975,1,1,30,3,$155.00,99,18
NA,NA,49.22347,-123.14169,1,2,4,2,$93.00,95,120
N/A,N/A,49.26484,-123.09867,1,1,30,2,$179.00,95,41
N/A,100%,49.217,-123.09479,4,5,3,8,$199.00,96,17
100%,95%,49.28373,-123.13267,1,1,1,2,$70.00,98,284
100%,N/A,49.22261,-123.10396,4,4,30,8,$275.00,95,21
100%,100%,49.22609,-123.16761,1,1,2,2,$145.00,100,81
N/A,N/A,49.24631,-123.08651,1,1,30,2,$120.00,100,12
100%,100%,49.28122,-123.02748,1,1,2,2,$120.00,97,86
100%,94%,49.25962,-123.16809,1,1,2,2,$113.00,98,121
N/A,N/A,49.25228,-123.02808,1,1,5,2,$59.00,81,28
80%,64%,49.2308,-123.07286,1,1,30,2,$83.00,98,66
95%,85%,49.27832,-123.12194,1,2,1,4,$151.00,87,303
N/A,N/A,49.23738,-123.06686,2,2,30,4,$70.00,90,26
100%,70%,49.2693,-123.15204,1,1,2,1,$49.00,96,122
100%,20%,49.26746,-123.12785,2,2,5,4,$249.00,100,6
90%,62%,49.26514,-123.16635,3,3,3,6,$395.00,100,36
100%,100%,49.27563,-123.08911,2,2,30,6,$349.00,98,37
100%,70%,49.22013,-123.09624,5,9,1,16,$320.00,89,243
100%,30%,49.27842,-123.133,1,1,30,2,$67.00,93,83
N/A,N/A,49.28054,-123.05241,NA,0,4,2,$129.00,97,77
100%,100%,49.26686,-123.09706,1,0,7,2,$195.00,91,19
N/A,N/A,49.27042,-123.06965,1,1,2,2,$87.00,99,159
100%,100%,49.2559,-123.18094,1,3,30,3,$98.00,95,22
100%,100%,49.28426,-123.02832,1,2,2,3,$169.00,99,69
0%,0%,49.24679,-123.08347,2,2,31,5,$105.00,99,59
N/A,N/A,49.29277,-123.13785,1,1,2,2,$115.00,99,18
N/A,100%,49.26405,-123.18769,2,3,30,6,$200.00,99,52
100%,86%,49.2524,-123.10314,4,6,3,10,$291.00,97,65
100%,71%,49.26595,-123.09794,NA,1,3,2,$205.00,98,112
100%,83%,49.2661,-123.1833,NA,1,30,2,$65.00,99,101
80%,79%,49.23383,-123.04672,1,1,30,2,$60.00,96,41
N/A,80%,49.26047,-123.08027,1,2,1,4,$89.00,97,172
93%,36%,49.27777,-123.11919,1,1,30,2,$79.00,90,4
100%,97%,49.28185,-123.10456,1,1,1,2,$192.00,99,528
N/A,N/A,49.27576,-123.06508,3,4,3,7,$225.00,92,16
100%,94%,49.22239,-123.03277,1,3,1,4,$78.00,98,16
NA,NA,49.28043,-123.10787,1,1,1,2,$199.00,96,199
N/A,N/A,49.28062,-123.10494,1,1,2,2,$200.00,97,7
92%,94%,49.25979,-123.11194,1,1,1,2,$65.00,96,299
N/A,N/A,49.26634,-123.09807,1,1,2,4,$89.00,NA,0
NA,NA,49.27765,-123.11536,NA,1,30,4,$125.00,92,5
N/A,N/A,49.27667,-123.12752,1,1,30,3,$150.00,100,2
100%,N/A,49.26984,-123.17918,3,0,7,6,$635.00,97,7
100%,83%,49.21311,-123.11348,1,1,31,1,$34.00,93,49
100%,100%,49.28253,-123.0918,1,1,1,2,$118.00,97,145
100%,67%,49.26443,-123.09925,1,1,2,2,$85.00,90,23
100%,80%,49.26559,-123.14014,1,1,2,4,$376.00,96,45
100%,50%,49.24672,-123.09614,3,4,7,5,$350.00,100,14
N/A,N/A,49.27656,-123.13123,1,1,4,2,$75.00,100,5
100%,88%,49.27991,-123.1054,NA,1,30,2,$129.00,93,121
100%,83%,49.21306,-123.11307,1,0,31,1,$34.00,92,60
100%,83%,49.21295,-123.11193,1,1,31,2,$45.00,96,53
100%,83%,49.21231,-123.11193,1,1,31,2,$46.00,92,48
100%,83%,49.21121,-123.11208,1,1,31,1,$37.00,94,31
100%,83%,49.21285,-123.11361,2,3,31,6,$100.00,96,99
100%,90%,49.26149,-123.1309,NA,2,2,3,$105.00,95,144
100%,95%,49.25458,-123.09297,1,1,2,2,$55.00,92,67
100%,0%,49.27783,-123.11536,2,2,60,3,$170.00,100,3
N/A,N/A,49.26339,-123.08925,1,0,90,2,$110.00,95,19
100%,N/A,49.27862,-123.09962,1,3,30,4,$130.00,98,25
N/A,N/A,49.27028,-123.0659,1,2,30,4,$100.00,97,67
100%,68%,49.25243,-123.0691,1,1,30,1,$38.00,99,46
N/A,N/A,49.23191,-123.09369,2,2,4,4,$250.00,100,9
100%,100%,49.27483,-123.11601,2,2,30,4,$135.00,99,22
90%,88%,49.24963,-123.07277,1,1,1,2,$69.00,93,135
N/A,N/A,49.23062,-123.03803,1,1,3,2,$72.00,97,121
N/A,N/A,49.28311,-123.13196,1,1,30,2,$70.00,NA,0
100%,100%,49.27604,-123.0988,1,1,2,4,$102.00,98,80
100%,95%,49.27465,-123.15155,4,4,7,7,$398.00,96,5
100%,100%,49.27805,-123.12536,2,2,30,4,$500.00,85,21
63%,0%,49.29034,-123.13968,NA,1,60,1,$80.00,100,1
N/A,100%,49.25368,-123.09956,2,3,3,3,$150.00,85,4
100%,100%,49.2756,-123.11176,2,2,30,4,$295.00,96,11
N/A,N/A,49.2688,-123.18376,3,3,5,5,$225.00,80,1
N/A,N/A,49.28091,-123.11861,1,1,60,3,$180.00,96,61
100%,65%,49.28106,-123.13655,NA,1,90,2,$99.00,99,91
100%,70%,49.27719,-123.11185,2,3,365,3,$110.00,NA,0
100%,100%,49.27662,-123.096,NA,1,10,3,$63.00,97,301
100%,100%,49.2732,-123.12485,2,2,30,4,$245.00,98,91
100%,65%,49.28082,-123.13453,NA,1,90,2,$79.00,99,61
N/A,N/A,49.26464,-123.0651,2,2,4,4,$125.00,96,5
100%,91%,49.25904,-123.12737,1,1,3,4,$120.00,99,53
100%,67%,49.26132,-123.08084,1,1,14,3,$110.00,95,77
N/A,0%,49.2785,-123.10929,1,1,31,2,$110.00,99,25
N/A,N/A,49.27547,-123.12492,1,1,31,2,$110.00,88,24
90%,77%,49.27895,-123.12466,2,3,3,4,$97.00,89,65
N/A,N/A,49.26111,-123.07595,1,1,2,1,$99.00,99,34
100%,90%,49.25521,-123.11131,1,1,30,2,$65.00,98,30
100%,81%,49.2581,-123.05409,1,2,10,2,$58.00,98,33
N/A,N/A,49.24796,-123.09164,NA,1,6,2,$68.00,100,6
100%,88%,49.27237,-123.18102,2,3,3,2,$300.00,100,32
N/A,N/A,49.26029,-123.17737,5,6,3,11,$625.00,98,8
100%,64%,49.27207,-123.15573,2,2,60,2,$199.00,94,35
100%,85%,49.22846,-123.09686,2,3,6,5,$120.00,98,96
0%,50%,49.25203,-123.08339,1,1,2,2,$41.00,95,93
N/A,N/A,49.2678,-123.16855,1,1,3,2,$79.00,100,3
NA,NA,49.24253,-123.19344,4,5,30,5,$119.00,90,2
100%,50%,49.24984,-123.11016,1,0,7,2,$55.00,95,93
100%,95%,49.25945,-123.09143,2,2,2,4,$105.00,96,213
100%,81%,49.25735,-123.05444,1,2,7,3,$64.00,95,68
100%,100%,49.25568,-123.11845,1,1,30,1,$85.00,100,1
N/A,N/A,49.27047,-123.10158,1,2,31,2,$250.00,99,40
100%,81%,49.25754,-123.05546,1,1,10,1,$54.00,97,37
100%,95%,49.26304,-123.09238,NA,1,2,2,$129.00,98,91
100%,N/A,49.28,-123.03955,1,1,1,2,$93.00,99,80
100%,86%,49.28033,-123.1008,1,1,30,3,$95.00,96,10
N/A,N/A,49.21915,-123.10273,3,3,30,5,$105.00,99,22
50%,100%,49.2804,-123.13603,NA,1,30,3,$102.00,90,173
N/A,N/A,49.27371,-123.05007,1,1,186,1,$68.00,NA,0
100%,85%,49.28295,-123.12323,2,2,30,3,$140.00,99,32
N/A,N/A,49.24794,-123.08124,4,4,4,6,$225.00,90,2
N/A,N/A,49.26023,-123.09239,3,3,2,6,$475.00,99,29
N/A,N/A,49.21929,-123.07629,1,2,180,1,$27.00,40,2
100%,75%,49.27098,-123.16064,1,0,30,2,$132.00,80,19
N/A,100%,49.28959,-123.05161,1,2,3,2,$50.00,94,320
100%,100%,49.2708,-123.20611,NA,1,2,2,$106.00,96,273
70%,100%,49.26672,-123.16668,1,1,1,2,$162.00,100,6
N/A,N/A,49.24738,-123.10184,4,4,4,6,$400.00,98,8
N/A,N/A,49.25716,-123.0724,1,1,30,1,$56.00,94,7
N/A,N/A,49.26017,-123.05562,1,2,2,4,$85.00,92,153
N/A,N/A,49.28143,-123.1256,1,2,90,4,$143.00,100,4
N/A,0%,49.26346,-123.0526,1,1,2,3,$145.00,98,59
N/A,N/A,49.280029999999996,-123.06204,2,3,3,6,$120.00,94,39
100%,96%,49.26587,-123.0999,1,2,1,5,$139.00,96,31
100%,95%,49.27874,-123.12306,1,2,1,4,$142.00,98,164
NA,NA,49.27752,-123.11993,1,2,30,2,$115.00,95,193
100%,100%,49.28377,-123.1061,1,1,90,2,$178.00,100,21
100%,100%,49.21055,-123.14073,2,2,30,6,$120.00,91,60
100%,100%,49.20925,-123.14259,2,2,30,6,$120.00,92,56
N/A,100%,49.28389,-123.0991,1,1,30,2,$110.00,99,119
N/A,N/A,49.28284,-123.11286,1,1,1,2,$70.00,60,2
N/A,N/A,49.25357,-123.09021,2,2,1,4,$185.00,100,2
100%,N/A,49.27532,-123.11394,1,1,60,2,$115.00,NA,0
70%,100%,49.26682,-123.16654,2,0,1,4,$239.00,NA,0
100%,100%,49.25614,-123.11331,2,2,30,4,$109.00,99,62
N/A,N/A,49.2564,-123.09368,2,1,14,5,$79.00,95,10
100%,77%,49.25956,-123.15474,1,1,2,3,$195.00,100,1
N/A,N/A,49.27782,-123.12991,1,1,2,2,$215.00,97,41
100%,100%,49.27269,-123.15382,1,2,30,4,$95.00,89,29
60%,78%,49.28847,-123.01739,1,1,1,4,$69.00,87,70
100%,N/A,49.26355,-123.15325,1,1,30,2,$115.00,98,23
100%,100%,49.27541,-123.04736,1,1,30,2,$95.00,99,28
100%,50%,49.28668,-123.13599,NA,1,3,2,$80.00,98,185
100%,100%,49.25291,-123.11915,2,2,1,4,$87.00,94,163
100%,100%,49.28301,-123.12357,2,3,30,6,$196.00,99,60
100%,100%,49.20777,-123.14613,1,2,5,4,$85.00,97,56
N/A,N/A,49.26545,-123.14055,1,1,3,2,$250.00,97,23
N/A,N/A,49.24354,-123.07279,1,1,3,4,$100.00,100,3
100%,98%,49.27036,-123.06444,1,2,3,6,$129.00,99,79
100%,75%,49.27095,-123.17749,1,1,5,2,$250.00,100,48
100%,90%,49.28593,-123.11571000000001,1,2,1,3,$153.00,96,56
N/A,N/A,49.28196,-123.10734,1,2,3,3,$200.00,97,74
N/A,N/A,49.27912,-123.10065,1,1,32,4,$135.00,100,41
80%,75%,49.27462,-123.12576,1,0,89,2,$82.00,96,32
100%,100%,49.25315,-123.17653,2,3,30,6,$88.00,95,163
100%,69%,49.25955,-123.15479,2,2,4,4,$150.00,97,43
N/A,N/A,49.2691,-123.10345,1,2,365,4,$150.00,99,32
N/A,N/A,49.23508,-123.1865,3,3,4,6,$300.00,100,4
N/A,89%,49.29236,-123.13609,1,1,30,3,$119.00,98,75
81%,64%,49.25319,-123.03326,1,1,30,1,$31.00,96,36
90%,100%,49.27272,-123.06948,2,4,5,4,$150.00,96,84
100%,0%,49.26336,-123.1878,2,2,3,4,$125.00,95,73
N/A,N/A,49.25747,-123.07134,3,3,5,6,$200.00,92,18
N/A,N/A,49.26823,-123.16443,3,4,7,6,$350.00,84,11
100%,91%,49.27779,-123.08743,3,3,30,6,$314.00,99,124
100%,99%,49.27812,-123.10039,1,2,2,4,$102.00,92,285
100%,100%,49.25919,-123.16995,2,2,3,4,$250.00,100,137
N/A,N/A,49.27431,-123.15094,1,2,30,4,$130.00,95,53
93%,36%,49.28895,-123.12606,2,2,30,4,$79.00,80,3
100%,100%,49.2347,-123.09793,1,1,30,2,$101.00,99,36
80%,79%,49.23359,-123.04695,1,1,30,1,$80.00,98,29
100%,90%,49.22857,-123.15773,1,1,2,3,$95.00,96,183
100%,N/A,49.27211,-123.1539,2,2,180,4,$140.00,NA,1
100%,91%,49.2477,-123.11188,2,2,4,5,$145.00,98,99
N/A,100%,49.26107,-123.11587,1,2,90,4,$90.00,97,33
NA,NA,49.24781,-123.06591,1,1,30,1,$35.00,100,6
100%,91%,49.28024,-123.04351,NA,1,5,2,$67.00,98,102
NA,NA,49.24616,-123.0657,1,0,30,2,$40.00,97,6
N/A,N/A,49.27864,-123.11727,1,3,2,4,$177.00,97,15
100%,79%,49.24626,-123.09144,5,7,3,11,$750.00,98,18
100%,94%,49.26907,-123.17436,3,3,3,6,$425.00,100,85
N/A,N/A,49.27928,-123.1249,1,1,3,2,$135.00,98,104
N/A,100%,49.22699,-123.09834,1,1,7,2,$95.00,94,14
NA,NA,49.24719,-123.06355,1,1,30,2,$45.00,92,5
100%,100%,49.28048,-123.10937,1,2,1,2,$169.00,97,72
100%,71%,49.26311,-123.17426,NA,1,30,2,$70.00,99,47
N/A,100%,49.26,-123.11831,NA,1,180,2,$130.00,99,35
90%,73%,49.27922,-123.12049,2,3,2,4,$250.00,94,139
100%,100%,49.27539,-123.13316,NA,1,30,2,$80.00,96,35
100%,0%,49.26999,-123.16867,1,2,1,3,$76.00,99,191
N/A,N/A,49.26113,-123.07866,3,3,3,6,$250.00,100,1
100%,100%,49.27017,-123.20673,1,1,3,2,$88.00,99,133
100%,96%,49.26045,-123.16306,2,2,30,4,$195.00,90,30
100%,100%,49.2908,-123.12712,NA,1,60,2,$90.00,100,65
10%,0%,49.26469,-123.10397,2,2,30,6,$151.00,97,14
N/A,N/A,49.27046,-123.1572,2,2,21,4,$161.00,98,49
100%,100%,49.2449,-123.07457,2,2,2,4,$90.00,96,121
100%,96%,49.28021,-123.06581,2,2,30,6,$189.00,99,14
N/A,N/A,49.22312,-123.0865,1,1,2,2,$95.00,96,112
100%,90%,49.28641,-123.11897,1,2,1,3,$151.00,99,44
100%,90%,49.28622,-123.119,1,1,1,2,$75.00,97,31
100%,96%,49.27858,-123.12091,1,1,2,2,$120.00,98,26
100%,100%,49.28095,-123.10491,NA,1,30,2,$149.00,95,50
100%,89%,49.28256,-123.12658,2,2,30,4,$279.00,97,29
100%,75%,49.27235,-123.16137,1,1,30,2,$129.00,96,48
100%,100%,49.27648,-123.04172,2,3,2,5,$106.00,100,87
N/A,N/A,49.28295,-123.10105,1,1,30,3,$150.00,97,16
100%,N/A,49.25291,-123.08406,6,8,3,13,"$1,499.00",98,49
90%,71%,49.26448,-123.12735,2,3,2,4,$170.00,97,83
93%,87%,49.26403,-123.06873,1,1,180,4,$93.00,NA,0
100%,100%,49.28252,-123.12331,1,1,30,2,$105.00,100,24
100%,100%,49.24887,-123.18715,3,4,3,6,$400.00,98,73
100%,90%,49.24926,-123.06812,1,1,1,2,$125.00,97,7
N/A,N/A,49.26945,-123.15291,1,1,1,2,$99.00,97,13
100%,83%,49.28528,-123.11284,1,1,30,3,$139.00,100,3
N/A,N/A,49.26567,-123.13877,NA,3,30,4,$89.00,90,4
90%,71%,49.26274,-123.12739,1,1,80,2,$60.00,99,44
N/A,N/A,49.28188,-123.10724,1,2,2,3,$185.00,93,9
100%,71%,49.25859,-123.07775,3,4,5,6,$275.00,99,25
100%,65%,49.28043,-123.12521,1,1,30,2,$119.00,99,42
100%,100%,49.26727,-123.14131,1,1,2,2,$106.00,99,147
N/A,N/A,49.26367,-123.15108,1,1,180,2,$120.00,94,11
100%,94%,49.25394,-123.10394,1,2,1,4,$129.00,97,252
100%,63%,49.2847,-123.13973,1,1,30,4,$159.00,90,72
100%,96%,49.27936,-123.12572,1,1,30,2,$85.00,98,33
100%,55%,49.29025,-123.13413,1,1,1,1,$47.00,96,82
100%,100%,49.2153,-123.14121,3,5,3,6,$160.00,95,58
N/A,75%,49.24835,-123.08046,2,2,14,4,$68.00,88,12
100%,97%,49.28213,-123.10826,1,1,90,2,$150.00,100,1
100%,100%,49.2673,-123.15818,3,3,7,6,$225.00,98,116
N/A,N/A,49.27393,-123.06639,1,1,30,2,$100.00,NA,0
N/A,N/A,49.21658,-123.10693,2,2,2,4,$101.00,85,53
100%,89%,49.27862,-123.11938,NA,1,31,2,$75.00,97,25
100%,97%,49.27508,-123.11821,2,2,31,3,$188.00,95,20
100%,100%,49.25348,-123.12639,1,2,3,4,$150.00,99,74
100%,75%,49.21037,-123.11773,1,2,30,4,$89.00,94,72
87%,43%,49.28374,-123.10238,2,2,2,4,$313.00,97,171
N/A,N/A,49.24931,-123.09618,4,3,4,6,$209.00,97,14
100%,N/A,49.28131,-123.13669,1,1,180,1,$78.00,80,1
93%,87%,49.27538,-123.1273,1,1,30,4,$88.00,90,4
100%,72%,49.2781,-123.12777,NA,2,30,2,$70.00,92,91
100%,100%,49.21434,-123.13249,1,1,3,2,$79.00,97,24
N/A,N/A,49.27488,-123.11524,2,2,30,4,$125.00,100,4
N/A,N/A,49.27011,-123.14099,2,2,30,4,$110.00,NA,0
N/A,N/A,49.260980000000004,-123.07341,1,1,3,2,$38.00,98,41
93%,87%,49.27654,-123.12541,2,2,30,5,$234.00,NA,0
N/A,N/A,49.28125,-123.12762,NA,1,30,2,$120.00,99,16
100%,85%,49.27754,-123.12414,1,1,30,2,$120.00,99,20
100%,86%,49.25061,-123.11302,3,4,30,6,$199.00,100,9
N/A,N/A,49.27894,-123.10754,1,1,30,2,$200.00,96,27
100%,100%,49.23797,-123.05422,1,2,30,4,$50.00,97,152
100%,N/A,49.23444,-123.1012,2,3,30,4,$189.00,98,102
100%,N/A,49.23469,-123.09728,1,1,89,1,$31.00,100,8
N/A,N/A,49.28173,-123.10797,1,3,2,4,$119.00,97,61
100%,94%,49.25977,-123.05534,1,2,2,4,$78.00,96,162
N/A,78%,49.2585,-123.10986,NA,2,30,2,$95.00,95,31
100%,100%,49.25275,-123.09144,1,1,2,1,$35.00,91,80
100%,100%,49.27555,-123.03998,2,3,2,5,$229.00,96,19
100%,100%,49.26493,-123.06927,1,2,3,4,$177.00,97,226
N/A,N/A,49.23124,-123.09689,1,1,1,4,$99.00,98,112
100%,89%,49.27927,-123.1165,NA,1,1,2,$224.00,90,4
N/A,N/A,49.25573,-123.08344,NA,1,3,4,$150.00,94,38
100%,92%,49.27781,-123.12976,1,1,1,2,$200.00,99,158
N/A,N/A,49.24255,-123.15148,4,4,7,8,$440.00,100,2
100%,89%,49.24975,-123.10195,2,3,4,6,$102.00,97,75
81%,64%,49.25456,-123.03492,1,1,30,1,$43.00,91,25
N/A,100%,49.28874,-123.13165,1,1,2,2,$68.00,96,36
100%,100%,49.24775,-123.16692,1,1,1,2,$85.00,98,250
100%,67%,49.2505,-123.10522,3,4,3,8,$199.00,100,1
NA,NA,49.28259,-123.10313,2,2,2,4,$207.00,98,225
50%,100%,49.2551,-123.18658,2,3,1,6,$220.00,96,181
100%,100%,49.24258,-123.13438,1,1,1,2,$55.00,90,180
100%,100%,49.24281,-123.13318,1,1,1,2,$55.00,87,135
100%,0%,49.27493,-123.09964,1,1,2,2,$80.00,97,60
N/A,100%,49.26158,-123.08473,1,1,6,2,$62.00,92,32
N/A,N/A,49.26952,-123.06592,1,1,2,2,$150.00,95,90
100%,96%,49.26029,-123.16521,3,3,30,6,$900.00,97,27
100%,96%,49.28235,-123.13587,NA,1,30,2,$99.00,98,124
100%,100%,49.22964,-123.17569,2,2,1,4,$139.00,90,2
100%,94%,49.2203,-123.03021,2,4,1,6,$78.00,96,97
NA,NA,49.25814,-123.07511,1,2,30,4,$110.00,98,51
N/A,N/A,49.27562,-123.06066,3,3,100,4,$84.00,84,12
100%,91%,49.27995,-123.10903,1,1,2,4,$132.00,98,369
100%,70%,49.28378,-123.10877,2,2,120,3,$350.00,100,5
100%,100%,49.27216,-123.20664,5,7,5,10,$251.00,100,1
N/A,75%,49.24386,-123.03948,NA,0,30,1,$62.00,98,46
100%,89%,49.26597,-123.11689,4,4,30,7,$339.00,99,61
100%,43%,49.26616,-123.18065,1,1,1,1,$97.00,98,74
N/A,N/A,49.26077,-123.18099,1,1,3,2,$650.00,93,6
100%,98%,49.28822,-123.12449,1,1,1,2,$191.00,94,187
100%,92%,49.27941,-123.11725,1,2,1,4,$150.00,94,61
100%,99%,49.25976,-123.06033,1,3,1,2,$82.00,97,85
100%,75%,49.27669,-123.05378,2,1,1,2,$89.00,94,13
100%,100%,49.24032,-123.06304,NA,1,1,3,$75.00,96,333
100%,75%,49.27975,-123.11984,NA,1,30,2,$95.00,99,51
N/A,33%,49.26686,-123.14629,2,2,30,3,$165.00,100,2
100%,100%,49.27765,-123.13088,1,1,30,2,$119.00,92,54
83%,0%,49.27181,-123.12486,3,3,60,6,$299.00,99,16
N/A,N/A,49.26894,-123.10337,1,1,30,2,$77.00,94,12
100%,94%,49.2611,-123.11037,2,2,2,4,$150.00,96,221
100%,100%,49.27971,-123.11618,1,1,30,2,$135.00,98,9
100%,89%,49.25018,-123.10531,3,3,30,8,$189.00,98,28
100%,63%,49.26566,-123.07181,1,0,2,1,$45.00,94,187
N/A,N/A,49.27968,-123.1088,2,3,3,5,$350.00,94,10
100%,100%,49.25612,-123.1053,1,1,4,4,$111.00,92,135
100%,67%,49.27023,-123.18422,1,1,6,2,$97.00,92,40
100%,96%,49.28041,-123.12494,3,3,30,4,$163.00,98,13
NA,NA,49.25744,-123.08178,2,2,2,4,$200.00,95,60
100%,97%,49.27866,-123.07252,2,2,29,3,$115.00,96,52
100%,96%,49.28087,-123.12677,2,2,30,4,$231.00,93,11
100%,63%,49.28437,-123.11711,1,4,30,4,$105.00,96,158
N/A,N/A,49.26415,-123.15793,1,1,2,2,$69.00,97,31
100%,100%,49.27823,-123.13062,2,2,31,2,$168.00,98,64
N/A,N/A,49.28801,-123.12491,2,2,30,4,$500.00,100,8
N/A,N/A,49.24141,-123.03011,2,3,2,6,$136.00,95,104
100%,80%,49.28894,-123.1336,1,1,2,2,$200.00,97,35
100%,65%,49.2814,-123.12431,1,1,30,2,$120.00,100,21
100%,N/A,49.25693,-123.11179,2,3,30,4,$110.00,100,1
N/A,100%,49.25898,-123.11866,1,1,90,2,$90.00,98,25
90%,96%,49.28953,-123.04178,1,1,1,2,$45.00,91,61
N/A,0%,49.25716,-123.18978,1,2,3,2,$75.00,98,37
100%,75%,49.21343,-123.11357,1,2,30,4,$90.00,98,44
100%,67%,49.25618,-123.19529,1,1,2,2,$200.00,96,58
N/A,N/A,49.24045,-123.18864,5,6,180,8,$282.00,95,8
100%,100%,49.26049,-123.07481,3,3,90,6,$120.00,100,1
100%,71%,49.23372,-123.07703,1,2,1,6,$119.00,89,85
100%,100%,49.27791,-123.12252,NA,1,5,2,$100.00,97,93
90%,38%,49.28353,-123.11524,1,1,30,2,$90.00,93,4
N/A,N/A,49.21684,-123.07936,2,2,300,4,$186.00,98,18
100%,100%,49.25644,-123.1107,2,3,1,5,$89.00,96,385
100%,100%,49.26694,-123.06672,2,2,5,4,$175.00,97,153
100%,N/A,49.24524,-123.07961,2,3,3,4,$249.00,98,20
N/A,100%,49.27238,-123.06842,3,3,2,5,$245.00,100,9
N/A,N/A,49.21165,-123.10114,NA,1,1,2,$51.00,93,178
20%,0%,49.27526,-123.12896,1,1,30,2,$69.00,100,7
N/A,67%,49.27683,-123.11942,1,1,90,2,$120.00,100,5
N/A,N/A,49.21769,-123.09191,1,1,1,3,$211.00,97,6
100%,50%,49.27804,-123.12265,NA,1,30,2,$70.00,98,201
N/A,N/A,49.28054,-123.06184,1,1,2,2,$95.00,98,73
100%,100%,49.28043,-123.10105,1,1,3,2,$165.00,98,98
100%,100%,49.27904,-123.09246,1,1,7,2,$142.00,99,199
N/A,N/A,49.22624,-123.1027,2,2,2,4,$169.00,100,74
N/A,N/A,49.28071,-123.11993,1,2,30,3,$179.00,99,16
100%,99%,49.26196,-123.05811,1,1,1,2,$55.00,95,194
N/A,N/A,49.23108,-123.02945,1,2,1,4,$45.00,91,105
N/A,N/A,49.27539,-123.10009,1,1,4,3,$150.00,99,39
94%,3%,49.25031,-123.07507,1,1,2,2,$69.00,96,83
100%,71%,49.2796,-123.1164,1,2,30,3,$99.00,97,21
N/A,N/A,49.2786,-123.10777,2,2,7,6,$400.00,100,44
90%,81%,49.27729,-123.08774,1,1,30,2,$125.00,99,76
N/A,N/A,49.24868,-123.07503,2,2,90,3,$93.00,100,3
100%,0%,49.24175,-123.02801,1,1,30,1,$40.00,98,50
N/A,N/A,49.27671,-123.09865,2,2,2,4,$129.00,97,111
100%,97%,49.25442,-123.12548,1,1,5,2,$85.00,96,74
N/A,N/A,49.23942,-123.07083,2,2,4,4,$125.00,98,15
100%,100%,49.25423,-123.08951,2,2,10,4,$143.00,97,193
100%,N/A,49.23575,-123.0271,1,1,30,2,$99.00,NA,0
90%,97%,49.2697,-123.10152,1,1,30,2,$115.00,98,63
100%,97%,49.25758,-123.06673,NA,2,2,3,$93.00,96,266
100%,100%,49.25698,-123.08035,1,1,2,4,$99.00,97,176
100%,68%,49.26716,-123.09803,1,1,3,2,$206.00,96,58
100%,0%,49.24152,-123.02953,1,1,30,1,$40.00,95,38
100%,0%,49.24294,-123.03025,1,1,30,1,$40.00,97,40
N/A,N/A,49.24743,-123.09525,1,1,31,2,$85.00,99,28
N/A,N/A,49.26794,-123.14974,1,1,30,2,$100.00,94,18
18%,71%,49.26405,-123.17845,1,1,1,2,$75.00,96,86
